getClassLoad,是否需要,如需要，请补充理由,,,,,,,,,,,,,,,,,
Landroid/provider/Downloads$Impl;->DESTINATION_CACHE_PARTITION_PURGEABLE:I,,,,,,,,,,,,,,,,,,,
Landroid/provider/Downloads$Impl;->DESTINATION_FILE_URI:I,,,,,,,,,,,,,,,,,,,
Landroid/provider/Downloads$Impl;->isNotificationToBeDisplayed(I)Z,,,,,,,,,,,,,,,,,,,
Landroid/provider/MediaStore$Files$FileColumns;->STORAGE_ID:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->BATTERY_SAVER_CONSTANTS:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->getStringForUser(Landroid/content/ContentResolver;Ljava/lang/String;I)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->HEADS_UP_NOTIFICATIONS_ENABLED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->HEADS_UP_OFF:I,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->HEADS_UP_ON:I,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->NETWORK_SCORER_APP:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->OVERLAY_DISPLAY_DEVICES:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->PREFERRED_NETWORK_MODE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->putStringForUser(Landroid/content/ContentResolver;Ljava/lang/String;Ljava/lang/String;I)Z,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->sProviderHolder:Landroid/provider/Settings$ContentProviderHolder;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->WEBVIEW_PROVIDER:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->WIFI_WATCHDOG_POOR_NETWORK_TEST_ENABLED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Global;->ZEN_MODE_ALARMS:I,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->ACCESSIBILITY_CAPTIONING_TYPEFACE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->ACCESSIBILITY_DISPLAY_DALTONIZER:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->ACCESSIBILITY_SHORTCUT_TARGET_SERVICE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->ANR_SHOW_BACKGROUND:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->BACKUP_AUTO_RESTORE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->BACKUP_ENABLED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->BACKUP_PROVISIONED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->BACKUP_TRANSPORT:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->DIALER_DEFAULT_APPLICATION:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->ENABLED_VR_LISTENERS:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->getLongForUser(Landroid/content/ContentResolver;Ljava/lang/String;JI)J,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->IMMERSIVE_MODE_CONFIRMATIONS:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->LOCK_SCREEN_LOCK_AFTER_TIMEOUT:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->LOCK_SCREEN_OWNER_INFO_ENABLED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->NFC_PAYMENT_DEFAULT_COMPONENT:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->NOTIFICATION_BADGING:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->putLongForUser(Landroid/content/ContentResolver;Ljava/lang/String;JI)Z,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->putStringForUser(Landroid/content/ContentResolver;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;ZIZ)Z,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->SELECTED_SPELL_CHECKER:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->SELECTED_SPELL_CHECKER_SUBTYPE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->SMS_DEFAULT_APPLICATION:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->sProviderHolder:Landroid/provider/Settings$ContentProviderHolder;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$Secure;->VOICE_RECOGNITION_SERVICE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->CAR_DOCK_SOUND:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->CAR_UNDOCK_SOUND:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->CLONE_TO_MANAGED_PROFILE:Ljava/util/Set;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->DESK_DOCK_SOUND:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->DESK_UNDOCK_SOUND:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->DOCK_SOUNDS_ENABLED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->LOCKSCREEN_SOUNDS_ENABLED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->LOCK_SOUND:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->MOVED_TO_GLOBAL:Ljava/util/HashSet;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->MOVED_TO_SECURE_THEN_GLOBAL:Ljava/util/HashSet;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->NOTIFICATION_LIGHT_PULSE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->POINTER_LOCATION:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->POINTER_SPEED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->PRIVATE_SETTINGS:Ljava/util/Set;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->PUBLIC_SETTINGS:Ljava/util/Set;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->SHOW_TOUCHES:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->sProviderHolder:Landroid/provider/Settings$ContentProviderHolder;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->TTY_MODE:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->UNLOCK_SOUND:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings$System;->VIBRATE_IN_SILENT:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings;->ACTION_USER_DICTIONARY_INSERT:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings;->EXTRA_APP_UID:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings;->isCallingPackageAllowedToWriteSettings(Landroid/content/Context;ILjava/lang/String;Z)Z,,,,,,,,,,,,,,,,,,,
Landroid/provider/Settings;->RESET_MODE_PACKAGE_DEFAULTS:I,,,,,,,,,,,,,,,,,,,
Landroid/provider/Telephony$Sms$Draft;->addMessage(ILandroid/content/ContentResolver;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Long;)Landroid/net/Uri;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Telephony$Sms$Inbox;->addMessage(ILandroid/content/ContentResolver;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Long;Z)Landroid/net/Uri;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Telephony$Sms$Outbox;->addMessage(Landroid/content/ContentResolver;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Long;ZJ)Landroid/net/Uri;,,,,,,,,,,,,,,,,,,,
Landroid/provider/Telephony$Sms$Sent;->addMessage(ILandroid/content/ContentResolver;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Long;)Landroid/net/Uri;,,,,,,,,,,,,,,,,,,,
Landroid/renderscript/Font;->create(Landroid/renderscript/RenderScript;Landroid/content/res/Resources;Ljava/lang/String;Landroid/renderscript/Font$Style;F)Landroid/renderscript/Font;,,,,,,,,,,,,,,,,,,,
Landroid/renderscript/Mesh$TriangleMeshBuilder;->addTriangle(III)Landroid/renderscript/Mesh$TriangleMeshBuilder;,,,,,,,,,,,,,,,,,,,
Landroid/renderscript/Mesh$TriangleMeshBuilder;->addVertex(FF)Landroid/renderscript/Mesh$TriangleMeshBuilder;,,,,,,,,,,,,,,,,,,,
Landroid/renderscript/Mesh$TriangleMeshBuilder;->create(Z)Landroid/renderscript/Mesh;,,,,,,,,,,,,,,,,,,,
Landroid/renderscript/Mesh$TriangleMeshBuilder;-><init>(Landroid/renderscript/RenderScript;II)V,,,,,,,,,,,,,,,,,,,
Landroid/renderscript/ProgramStore;->BLEND_ALPHA_DEPTH_NONE(Landroid/renderscript/RenderScript;)Landroid/renderscript/ProgramStore;,,,,,,,,,,,,,,,,,,,
Landroid/security/Credentials;->convertToPem([Ljava/security/cert/Certificate;)[B,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/ExportResult;->CREATOR:Landroid/os/Parcelable$Creator;,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeyCharacteristics;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeyCharacteristics;->readFromParcel(Landroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterArguments;->addEnum(II)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterArguments;->addUnsignedInt(IJ)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterArguments;->addUnsignedLong(ILjava/math/BigInteger;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterArguments;->CREATOR:Landroid/os/Parcelable$Creator;,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterArguments;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterArguments;->readFromParcel(Landroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterBlobArgument;->blob:[B,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterBlobArgument;-><init>(I[B)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterBlobArgument;-><init>(ILandroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterBlob;->CREATOR:Landroid/os/Parcelable$Creator;,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterBooleanArgument;-><init>(ILandroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterDateArgument;-><init>(ILandroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterIntArgument;-><init>(II)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterIntArgument;-><init>(ILandroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterIntArgument;->value:I,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterLongArgument;-><init>(IJ)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterLongArgument;-><init>(ILandroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/KeymasterLongArgument;->value:J,,,,,,,,,,,,,,,,,,,
Landroid/security/keymaster/OperationResult;->CREATOR:Landroid/os/Parcelable$Creator;,,,,,,,,,,,,,,,,,,,
Landroid/security/KeystoreArguments;->CREATOR:Landroid/os/Parcelable$Creator;,,,,,,,,,,,,,,,,,,,
Landroid/security/KeystoreArguments;-><init>([[B)V,,,,,,,,,,,,,,,,,,,
Landroid/security/KeyStore;->delete(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/security/KeyStore;->getKeyStoreException(I)Landroid/security/KeyStoreException;,,,,,,,,,,,,,,,,,,,
Landroid/security/KeyStore;->get(Ljava/lang/String;)[B,,,,,,,,,,,,,,,,,,,
Landroid/security/keystore/IKeystoreService;->get(Ljava/lang/String;I)[B,,,,,,,,,,,,,,,,,,,
Landroid/security/keystore/IKeystoreService;->getState(I)I,,,,,,,,,,,,,,,,,,,
Landroid/security/keystore/IKeystoreService;->list(Ljava/lang/String;I)[Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/security/KeyStore;->listUidsOfAuthBoundKeys()[I,,,,,,,,,,,,,,,,,,,
Landroid/security/KeyStore;->NO_ERROR:I,,,,,,,,,,,,,,,,,,,
Landroid/security/KeyStore;->state(I)Landroid/security/KeyStore$State;,,,,,,,,,,,,,,,,,,,
Landroid/security/KeyStore;->unlock(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/service/dreams/DreamService;->getDozeScreenBrightness()I,,,,,,,,,,,,,,,,,,,
Landroid/service/dreams/IDreamManager;->getDreamComponents()[Landroid/content/ComponentName;,,,,,,,,,,,,,,,,,,,
Landroid/service/dreams/IDreamManager;->setDreamComponents([Landroid/content/ComponentName;)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/EuiccProfileInfo;-><init>(Ljava/lang/String;[Landroid/telephony/UiccAccessRule;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/GetDefaultDownloadableSubscriptionListResult;->result:I,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/GetDownloadableSubscriptionMetadataResult;->result:I,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IDeleteSubscriptionCallback;->onComplete(I)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IEraseSubscriptionsCallback;->onComplete(I)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IEuiccService$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IGetDefaultDownloadableSubscriptionListCallback;->onComplete(Landroid/service/euicc/GetDefaultDownloadableSubscriptionListResult;)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IGetDownloadableSubscriptionMetadataCallback;->onComplete(Landroid/service/euicc/GetDownloadableSubscriptionMetadataResult;)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IGetEidCallback;->onSuccess(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IGetEuiccInfoCallback;->onSuccess(Landroid/telephony/euicc/EuiccInfo;)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IGetEuiccProfileInfoListCallback;->onComplete(Landroid/service/euicc/GetEuiccProfileInfoListResult;)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IRetainSubscriptionsForFactoryResetCallback;->onComplete(I)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/ISwitchToSubscriptionCallback;->onComplete(I)V,,,,,,,,,,,,,,,,,,,
Landroid/service/euicc/IUpdateSubscriptionNicknameCallback;->onComplete(I)V,,,,,,,,,,,,,,,,,,,
Landroid/service/media/IMediaBrowserServiceCallbacks$Stub;->asInterface(Landroid/os/IBinder;)Landroid/service/media/IMediaBrowserServiceCallbacks;,,,,,,,,,,,,,,,,,,,
Landroid/service/media/MediaBrowserService;->KEY_MEDIA_ITEM:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/service/notification/NotificationListenerService;->mWrapper:Landroid/service/notification/NotificationListenerService$NotificationListenerWrapper;,,,,,,,,,,,,,,,,,,,
Landroid/service/notification/StatusBarNotification;->getPackageContext(Landroid/content/Context;)Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Landroid/service/notification/ZenModeConfig$ZenRule;->creationTime:J,,,,,,,,,,,,,,,,,,,
Landroid/service/notification/ZenModeConfig$ZenRule;->name:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/service/notification/ZenModeConfig$ZenRule;->snoozing:Z,,,,,,,,,,,,,,,,,,,
Landroid/service/vr/IVrManager;->getVr2dDisplayId()I,,,,,,,,,,,,,,,,,,,
Landroid/service/vr/VrListenerService;->onCurrentVrActivityChanged(Landroid/content/ComponentName;ZI)V,,,,,,,,,,,,,,,,,,,
Landroid/service/wallpaper/WallpaperService;->MSG_WINDOW_RESIZED:I,,,,,,,,,,,,,,,,,,,
Landroid/speech/IRecognitionListener;->onEvent(ILandroid/os/Bundle;)V,,,,,,,,,,,,,,,,,,,
Landroid/telecom/CallerInfo;->getCallerInfo(Landroid/content/Context;Landroid/net/Uri;)Landroid/telecom/CallerInfo;,,,,,,,,,,,,,,,,,,,
Landroid/telecom/CallerInfo;->getCallerInfo(Landroid/content/Context;Ljava/lang/String;I)Landroid/telecom/CallerInfo;,,,,,,,,,,,,,,,,,,,
Landroid/telecom/CallerInfo;->getCallerInfo(Landroid/content/Context;Ljava/lang/String;)Landroid/telecom/CallerInfo;,,,,,,,,,,,,,,,,,,,
Landroid/telecom/CallerInfo;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telecom/Log;->i(Ljava/lang/String;Ljava/lang/String;[Ljava/lang/Object;)V,,,,,,,,,,,,,,,,,,,
Landroid/telecom/Log;->w(Ljava/lang/String;Ljava/lang/String;[Ljava/lang/Object;)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CarrierConfigManager;->KEY_DISABLE_VOICE_BARRING_NOTIFICATION_BOOL:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CellIdentityGsm;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CellIdentityLte;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CellInfoCdma;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CellInfoGsm;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CellInfoLte;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CellSignalStrengthGsm;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/CellSignalStrengthLte;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/euicc/DownloadableSubscription;->encodedActivationCode:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/euicc/DownloadableSubscription;->setAccessRules([Landroid/telephony/UiccAccessRule;)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/euicc/DownloadableSubscription;->setCarrierName(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/euicc/EuiccInfo;->osVersion:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/feature/ImsFeature;->getFeatureState()I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/feature/ImsFeature;->setFeatureState(I)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/feature/MMTelFeature;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/ImsService;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/ImsService;->mImsServiceController:Landroid/os/IBinder;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/stub/ImsCallSessionImplBase;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/stub/ImsConfigImplBase;->getIImsConfig()Lcom/android/ims/internal/IImsConfig;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/stub/ImsConfigImplBase;-><init>(Landroid/content/Context;)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/compat/stub/ImsUtListenerImplBase;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallForwardInfo;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallForwardInfo;->mCondition:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallForwardInfo;->mNumber:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallForwardInfo;->mServiceClass:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallForwardInfo;->mStatus:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallForwardInfo;->mTimeSeconds:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallForwardInfo;->mToA:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallProfile;->mCallExtras:Landroid/os/Bundle;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallProfile;->mCallType:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallProfile;->mMediaProfile:Landroid/telephony/ims/ImsStreamMediaProfile;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallProfile;->mRestrictCause:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsCallProfile;->presentationToOIR(I)I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsReasonInfo;-><init>(II)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsSsInfo;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsSsInfo;->mIcbNum:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsSsInfo;->mStatus:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsStreamMediaProfile;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsStreamMediaProfile;->mAudioDirection:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsStreamMediaProfile;->mAudioQuality:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsStreamMediaProfile;->mVideoDirection:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ims/ImsVideoCallProvider;->getInterface()Lcom/android/ims/internal/IImsVideoCallProvider;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/mbms/IMbmsStreamingSessionCallback$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/mbms/IStreamingServiceCallback$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/mbms/vendor/IMbmsStreamingService$Stub;->asInterface(Landroid/os/IBinder;)Landroid/telephony/mbms/vendor/IMbmsStreamingService;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/mbms/vendor/IMbmsStreamingService;->getPlaybackUri(ILjava/lang/String;)Landroid/net/Uri;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/mbms/vendor/IMbmsStreamingService;->initialize(Landroid/telephony/mbms/IMbmsStreamingSessionCallback;I)I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/mbms/vendor/IMbmsStreamingService;->requestUpdateStreamingServices(ILjava/util/List;)I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/mbms/vendor/IMbmsStreamingService;->startStreaming(ILjava/lang/String;Landroid/telephony/mbms/IStreamingServiceCallback;)I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/PhoneNumberFormattingTextWatcher;->mFormatter:Lcom/android/i18n/phonenumbers/AsYouTypeFormatter;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/PhoneNumberUtils;->isPotentialEmergencyNumber(ILjava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/telephony/PhoneNumberUtils;->isPotentialLocalEmergencyNumber(Landroid/content/Context;ILjava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/telephony/PhoneNumberUtils;->isPotentialLocalEmergencyNumber(Landroid/content/Context;Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/telephony/PhoneStateListener;->onDataConnectionRealTimeInfoChanged(Landroid/telephony/DataConnectionRealTimeInfo;)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/PhoneStateListener;->onOemHookRawEvent([B)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/PreciseDataConnectionState;-><init>(IIILjava/lang/String;Landroid/net/LinkProperties;I)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/RadioAccessFamily;->getPhoneId()I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/RadioAccessFamily;->getRadioAccessFamily()I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/RadioAccessFamily;->getRafFromNetworkType(I)I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/RadioAccessFamily;-><init>(II)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/Rlog;->d(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->bitmaskHasTech(II)Z,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->getRilDataRadioTechnology()I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->getRilVoiceRadioTechnology()I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->mergeServiceStates(Landroid/telephony/ServiceState;Landroid/telephony/ServiceState;)Landroid/telephony/ServiceState;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->rilRadioTechnologyToString(I)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->setDataRoaming(Z)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->setOperatorAlphaLong(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->setVoiceRegState(I)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/ServiceState;->setVoiceRoaming(Z)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SmsManager;->sendTextMessage(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Landroid/app/PendingIntent;Landroid/app/PendingIntent;IZI)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SmsMessage;->mSubId:I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SmsMessage;->useCdmaFormatForMoSms(I)Z,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SubscriptionInfo;->getNameSource()I,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SubscriptionInfo;->setDisplayName(Ljava/lang/CharSequence;)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SubscriptionInfo;->setIconTint(I)V,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SubscriptionManager;->CONTENT_URI:Landroid/net/Uri;,,,,,,,,,,,,,,,,,,,
Landroid/telephony/SubscriptionManager;->getDefaultSmsPhoneId()I,,,,,,,,,,,,,,,,,,,
